,Club,ClubLeagueLevel,ClubLeagueNationality,Player,PlayerAge,PlayerPosition,PlayerPositionScut,PlayerNationality,Operation,Bought/Sold,PlayerMarketValue,ClubAssigned,ClubAssignedLeagueLevel,ClubAssignedLeagueNationality,TransferValue
2898,Inter Mediolan,1.liga,Włochy,Valentino Lazaro,24,Prawy obrońca,POB,Austria,"opłata za wypożyczenie:1,20 mln €",Odejścia,"10,00 mln €",Borussia Mönchengladbach,1.liga,Niemcy,"opłata za wypożyczenie:1,20 mln €"
2899,Inter Mediolan,1.liga,Włochy,Felice D'Amico,20,Lewy napastnik,LNP,Włochy,400 tys. €,Odejścia,275 tys. €,UC Sampdoria,1.liga,Włochy,400 tys. €
2900,Inter Mediolan,1.liga,Włochy,Andrea Palazzi,24,Środkowy pomocnik,ŚPM,Włochy,400 tys. €,Odejścia,350 tys. €,AC Monza,2.liga,Włochy,400 tys. €
2901,Inter Mediolan,1.liga,Włochy,Samuele Longo,28,Środkowy napastnik,ŚNP,Włochy,400 tys. €,Odejścia,450 tys. €,LR Vicenza,2.liga,Włochy,400 tys. €
2902,Inter Mediolan,1.liga,Włochy,Matteo Rover,21,Cofnięty napastnik,CNP,Włochy,100 tys. €,Odejścia,250 tys. €,FC Südtirol,3.liga,Włochy,100 tys. €
2903,Inter Mediolan,1.liga,Włochy,Niccolò Marcellusi,20,Prawy pomocnik,PPM,Włochy,50 tys. €,Odejścia,100 tys. €,Carpi FC 1909,4.liga,Włochy,50 tys. €
2904,Inter Mediolan,1.liga,Włochy,Diego Godín,34,Środkowy obrońca,ŚOB,Urugwaj,bez odstępnego,Odejścia,"2,00 mln €",Cagliari Calcio,1.liga,Włochy,bez odstępnego
2905,Inter Mediolan,1.liga,Włochy,Axel Bakayoko,23,Prawy obrońca,POB,Francja,bez odstępnego,Odejścia,800 tys. €,Crvena Zvezda Belgrad,1.liga,Serbia,bez odstępnego
2906,Inter Mediolan,1.liga,Włochy,Borja Valero,35,Środkowy pomocnik,ŚPM,Hiszpania,bez odstępnego,Odejścia,-,AC Fiorentina,1.liga,Włochy,bez odstępnego
2907,Inter Mediolan,1.liga,Włochy,Marco Pompetti,20,Defensywny pomocnik,DPM,Włochy,wypożyczenie,Odejścia,450 tys. €,Cavese 1919,4.liga,Włochy,wypożyczenie
2908,Inter Mediolan,1.liga,Włochy,Lorenzo Gavioli,20,Środkowy pomocnik,ŚPM,Włochy,wypożyczenie,Odejścia,300 tys. €,Feralpisalò,3.liga,Włochy,wypożyczenie
2909,Inter Mediolan,1.liga,Włochy,Andreaw Gravillon,22,Środkowy obrońca,ŚOB,Gwadelupa,wypożyczenie,Odejścia,"6,00 mln €",FC Lorient,1.liga,Francja,wypożyczenie
2910,Inter Mediolan,1.liga,Włochy,Sebastiano Esposito,18,Środkowy napastnik,ŚNP,Włochy,wypożyczenie,Odejścia,"6,00 mln €",SPAL,2.liga,Włochy,wypożyczenie
2911,Inter Mediolan,1.liga,Włochy,Antonio Candreva,33,Prawy pomocnik,PPM,Włochy,wypożyczenie,Odejścia,"2,50 mln €",UC Sampdoria,1.liga,Włochy,wypożyczenie
2912,Inter Mediolan,1.liga,Włochy,Eddie Salcedo,18,Środkowy napastnik,ŚNP,Włochy,wypożyczenie,Odejścia,"8,50 mln €",Hellas Verona,1.liga,Włochy,wypożyczenie
2913,Inter Mediolan,1.liga,Włochy,Sebastiano Esposito,18,Środkowy napastnik,ŚNP,Włochy,wypożyczenie,Odejścia,"6,00 mln €",Venezia FC,1.liga,Włochy,wypożyczenie
2914,Inter Mediolan,1.liga,Włochy,Radja Nainggolan,32,Środkowy pomocnik,ŚPM,Belgia,wypożyczenie,Odejścia,"4,00 mln €",Cagliari Calcio,1.liga,Włochy,wypożyczenie
2915,Inter Mediolan,1.liga,Włochy,Georgios Vagiannidis,19,Prawy obrońca,POB,Grecja,wypożyczenie,Odejścia,200 tys. €,VV St. Truiden,1.liga,Belgia,wypożyczenie
2916,Inter Mediolan,1.liga,Włochy,João Mário,27,Środkowy pomocnik,ŚPM,Portugalia,wypożyczenie,Odejścia,"12,00 mln €",Sporting CP,1.liga,Portugalia,wypożyczenie
2917,Inter Mediolan,1.liga,Włochy,Niccolò Corrado,20,Lewy obrońca,LOB,Włochy,wypożyczenie,Odejścia,100 tys. €,Palermo FC,3.liga,Włochy,wypożyczenie
2918,Inter Mediolan,1.liga,Włochy,Lorenzo Pirola,18,Środkowy obrońca,ŚOB,Włochy,wypożyczenie,Odejścia,"2,50 mln €",AC Monza,2.liga,Włochy,wypożyczenie
2919,Inter Mediolan,1.liga,Włochy,Darian Males,19,Ofensywny pomocnik,OPM,Szwajcaria,wypożyczenie,Odejścia,"3,50 mln €",Genoa CFC,1.liga,Włochy,wypożyczenie
2920,Inter Mediolan,1.liga,Włochy,Lucien Agoume,18,Defensywny pomocnik,DPM,Francja,wypożyczenie,Odejścia,"5,00 mln €",Spezia Calcio,1.liga,Włochy,wypożyczenie
2921,Inter Mediolan,1.liga,Włochy,Davide Zugaro,20,Lewy obrońca,LOB,Włochy,wypożyczenie,Odejścia,150 tys. €,AS Giana Erminio,3.liga,Włochy,wypożyczenie
2922,Inter Mediolan,1.liga,Włochy,Gabriel Brazão,19,Bramkarz,BRK,Brazylia,wypożyczenie,Odejścia,600 tys. €,Real Oviedo,2.liga,Hiszpania,wypożyczenie
2923,Inter Mediolan,1.liga,Włochy,Michele Di Gregorio,23,Bramkarz,BRK,Włochy,wypożyczenie,Odejścia,"3,50 mln €",AC Monza,2.liga,Włochy,wypożyczenie
2924,Inter Mediolan,1.liga,Włochy,Xian Emmers,21,Ofensywny pomocnik,OPM,Belgia,wypożyczenie,Odejścia,400 tys. €,Almere City FC,2.liga,Holandia,wypożyczenie
2925,Inter Mediolan,1.liga,Włochy,Andrea Romanò,27,Środkowy pomocnik,ŚPM,Włochy,-,Odejścia,-,Bez klubuBez klubu,,,-
2926,Inter Mediolan,1.liga,Włochy,Vincenzo Tommasone,25,Cofnięty napastnik,CNP,Włochy,-,Odejścia,25 tys. €,Bez klubuBez klubu,,,-
2927,Inter Mediolan,1.liga,Włochy,Kwadwo Asamoah,31,Lewy pomocnik,LPM,Ghana,-,Odejścia,700 tys. €,Bez klubuBez klubu,,,-
2928,Inter Mediolan,1.liga,Włochy,Lorenzo Tassi,25,Środkowy pomocnik,ŚPM,Włochy,-,Odejścia,125 tys. €,Bez klubuBez klubu,,,-
2929,Inter Mediolan,1.liga,Włochy,Tommaso Berni,37,Bramkarz,BRK,Włochy,-,Odejścia,-,,,,-
2930,Inter Mediolan,1.liga,Włochy,Victor Moses,29,Prawy pomocnik,PPM,Nigeria,koniec wypżyczenia31 sie 2020,Odejścia,"6,50 mln €",Chelsea FC,1.liga,Anglia,koniec wypżyczenia31 sie 2020
2931,Inter Mediolan,1.liga,Włochy,Alexis Sánchez,31,Środkowy napastnik,ŚNP,Chile,koniec wypżyczenia31 sie 2020,Odejścia,"5,00 mln €",Manchester United,1.liga,Anglia,koniec wypżyczenia31 sie 2020
2932,Inter Mediolan,1.liga,Włochy,Cristiano Biraghi,27,Lewy obrońca,LOB,Włochy,koniec wypżyczenia31 sie 2020,Odejścia,"9,00 mln €",AC Fiorentina,1.liga,Włochy,koniec wypżyczenia31 sie 2020
2933,Inter Mediolan,1.liga,Włochy,Nicolò Barella,23,Środkowy pomocnik,ŚPM,Włochy,koniec wypżyczenia31 sie 2020,Odejścia,"65,00 mln €",Cagliari Calcio,1.liga,Włochy,koniec wypżyczenia31 sie 2020
2934,Juventus Turyn,1.liga,Włochy,Arthur,24,Środkowy pomocnik,ŚPM,Brazylia,"72,00 mln €",Nabytki,"35,00 mln €",FC Barcelona,1.liga,Hiszpania,"72,00 mln €"
2935,Juventus Turyn,1.liga,Włochy,Nicolò Rovella,19,Defensywny pomocnik,DPM,Włochy,"22,50 mln €",Nabytki,"6,00 mln €",Genoa CFC,1.liga,Włochy,"22,50 mln €"
2936,Juventus Turyn,1.liga,Włochy,Álvaro Morata,27,Środkowy napastnik,ŚNP,Hiszpania,"opłata za wypożyczenie:20,00 mln €",Nabytki,"45,00 mln €",Atlético de Madryt,1.liga,Hiszpania,"opłata za wypożyczenie:20,00 mln €"
2937,Juventus Turyn,1.liga,Włochy,Rolando Mandragora,23,Defensywny pomocnik,DPM,Włochy,"10,70 mln €",Nabytki,"14,00 mln €",Udinese Calcio,1.liga,Włochy,"10,70 mln €"
2938,Juventus Turyn,1.liga,Włochy,Federico Chiesa,22,Prawy napastnik,PNP,Włochy,"opłata za wypożyczenie:10,00 mln €",Nabytki,"70,00 mln €",AC Fiorentina,1.liga,Włochy,"opłata za wypożyczenie:10,00 mln €"
2939,Juventus Turyn,1.liga,Włochy,Weston McKennie,22,Środkowy pomocnik,ŚPM,Stany Zjednaczone,"opłata za wypożyczenie:4,50 mln €",Nabytki,"25,00 mln €",FC Schalke 04,2.liga,Niemcy,"opłata za wypożyczenie:4,50 mln €"
2940,Juventus Turyn,1.liga,Włochy,Stefano Gori,24,Bramkarz,BRK,Włochy,"3,00 mln €",Nabytki,"2,30 mln €",AC Pisa 1909,2.liga,Włochy,"3,00 mln €"
2941,Juventus Turyn,1.liga,Włochy,Manolo Portanova,20,Ofensywny pomocnik,OPM,Włochy,-,Nabytki,"1,00 mln €",Juventus U23,3.liga,Włochy,-
2942,Juventus Turyn,1.liga,Włochy,Gianluca Frabotta,21,Lewy obrońca,LOB,Włochy,-,Nabytki,"2,50 mln €",Juventus U23,3.liga,Włochy,-
2943,Juventus Turyn,1.liga,Włochy,Nicolò Fagioli,19,Środkowy pomocnik,ŚPM,Włochy,-,Nabytki,"1,20 mln €",Juventus U23,3.liga,Włochy,-
2944,Juventus Turyn,1.liga,Włochy,Radu Dragusin,18,Środkowy obrońca,ŚOB,Rumunia,-,Nabytki,"3,00 mln €",Juventus U23,3.liga,Włochy,-
2945,Juventus Turyn,1.liga,Włochy,Miralem Pjanic,30,Środkowy pomocnik,ŚPM,Bośnia i Hercegowina,"60,00 mln €",Odejścia,"18,00 mln €",FC Barcelona,1.liga,Hiszpania,"60,00 mln €"
2946,Juventus Turyn,1.liga,Włochy,Emre Can,26,Defensywny pomocnik,DPM,Niemcy,"25,00 mln €",Odejścia,"26,00 mln €",Borussia Dortmund,1.liga,Niemcy,"25,00 mln €"
2947,Juventus Turyn,1.liga,Włochy,Manolo Portanova,20,Ofensywny pomocnik,OPM,Włochy,"10,00 mln €",Odejścia,"1,00 mln €",Genoa CFC,1.liga,Włochy,"10,00 mln €"
2948,Juventus Turyn,1.liga,Włochy,Simone Muratore,22,Środkowy pomocnik,ŚPM,Włochy,"7,00 mln €",Odejścia,500 tys. €,Atalanta BC,1.liga,Włochy,"7,00 mln €"
2949,Juventus Turyn,1.liga,Włochy,Cristian Romero,22,Środkowy obrońca,ŚOB,Argentyna,"opłata za wypożyczenie:2,32 mln €",Odejścia,"35,00 mln €",Atalanta BC,1.liga,Włochy,"opłata za wypożyczenie:2,32 mln €"
2950,Juventus Turyn,1.liga,Włochy,Daniele Rugani,26,Środkowy obrońca,ŚOB,Włochy,"opłata za wypożyczenie:1,06 mln €",Odejścia,"5,00 mln €",Stade Rennais FC,1.liga,Francja,"opłata za wypożyczenie:1,06 mln €"
2951,Juventus Turyn,1.liga,Włochy,Matteo Stoppa,19,Cofnięty napastnik,CNP,Włochy,"1,00 mln €",Odejścia,100 tys. €,UC Sampdoria,1.liga,Włochy,"1,00 mln €"
2952,Juventus Turyn,1.liga,Włochy,Daniele Rugani,26,Środkowy obrońca,ŚOB,Włochy,opłata za wypożyczenie:800 tys. €,Odejścia,"5,00 mln €",Cagliari Calcio,1.liga,Włochy,opłata za wypożyczenie:800 tys. €
2953,Juventus Turyn,1.liga,Włochy,Douglas Costa,30,Lewy napastnik,LNP,Brazylia,opłata za wypożyczenie:250 tys. €,Odejścia,"6,00 mln €",Bayern Monachium,1.liga,Niemcy,opłata za wypożyczenie:250 tys. €
2954,Juventus Turyn,1.liga,Włochy,Stefano Gori,24,Bramkarz,BRK,Włochy,opłata za wypożyczenie:80 tys. €,Odejścia,"2,30 mln €",AC Pisa 1909,2.liga,Włochy,opłata za wypożyczenie:80 tys. €
2955,Juventus Turyn,1.liga,Włochy,Sami Khedira,33,Środkowy pomocnik,ŚPM,Niemcy,bez odstępnego,Odejścia,-,Hertha BSC,1.liga,Niemcy,bez odstępnego
2956,Juventus Turyn,1.liga,Włochy,Gonzalo Higuaín,32,Środkowy napastnik,ŚNP,Argentyna,bez odstępnego,Odejścia,"3,50 mln €",Inter Miami CF,1.liga,Stany Zjednaczone,bez odstępnego
2957,Juventus Turyn,1.liga,Włochy,Blaise Matuidi,33,Środkowy pomocnik,ŚPM,Francja,bez odstępnego,Odejścia,"2,00 mln €",Inter Miami CF,1.liga,Stany Zjednaczone,bez odstępnego
2958,Juventus Turyn,1.liga,Włochy,Rolando Mandragora,23,Defensywny pomocnik,DPM,Włochy,wypożyczenie,Odejścia,"14,00 mln €",Torino FC,1.liga,Włochy,wypożyczenie
2959,Juventus Turyn,1.liga,Włochy,Rolando Mandragora,23,Defensywny pomocnik,DPM,Włochy,wypożyczenie,Odejścia,"14,00 mln €",Udinese Calcio,1.liga,Włochy,wypożyczenie
2960,Juventus Turyn,1.liga,Włochy,Nicolò Rovella,19,Defensywny pomocnik,DPM,Włochy,wypożyczenie,Odejścia,"6,00 mln €",Genoa CFC,1.liga,Włochy,wypożyczenie
2961,Juventus Turyn,1.liga,Włochy,Mattia De Sciglio,27,Prawy obrońca,POB,Włochy,wypożyczenie,Odejścia,"7,50 mln €",Olympique Lyon,1.liga,Francja,wypożyczenie
2962,Juventus Turyn,1.liga,Włochy,Luca Pellegrini,21,Lewy obrońca,LOB,Włochy,wypożyczenie,Odejścia,"7,50 mln €",Genoa CFC,1.liga,Włochy,wypożyczenie
2963,Juventus Turyn,1.liga,Włochy,Marko Pjaca,25,Lewy napastnik,LNP,Chorwacja,wypożyczenie,Odejścia,"4,00 mln €",Genoa CFC,1.liga,Włochy,wypożyczenie
2964,Juventus Turyn,1.liga,Włochy,Douglas Costa,30,Lewy napastnik,LNP,Brazylia,wypożyczenie,Odejścia,"6,00 mln €",Grêmio Porto Alegre,1.liga,Brazylia,wypożyczenie
2965,Lazio Rzym,1.liga,Włochy,Vedat Muriqi,26,Środkowy napastnik,ŚNP,Kosowo,"19,92 mln €",Nabytki,"8,00 mln €",Fenerbahce SK,1.liga,Turcja,"19,92 mln €"
2966,Lazio Rzym,1.liga,Włochy,Jean-Daniel Akpa Akpro,27,Środkowy pomocnik,ŚPM,Wybrzeże Kości Słoniowej,"12,70 mln €",Nabytki,"3,50 mln €",US Salernitana 1919,1.liga,Włochy,"12,70 mln €"
2967,Lazio Rzym,1.liga,Włochy,Mohamed Fares,24,Lewy pomocnik,LPM,Algieria,"8,00 mln €",Nabytki,"5,50 mln €",SPAL,2.liga,Włochy,"8,00 mln €"
2968,Lazio Rzym,1.liga,Włochy,Wesley Hoedt,26,Środkowy obrońca,ŚOB,Holandia,"opłata za wypożyczenie:1,00 mln €",Nabytki,"4,00 mln €",FC Southampton,1.liga,Anglia,"opłata za wypożyczenie:1,00 mln €"
2969,Lazio Rzym,1.liga,Włochy,Mateo Musacchio,30,Środkowy obrońca,ŚOB,Argentyna,bez odstępnego,Nabytki,"1,50 mln €",AC Milan,1.liga,Włochy,bez odstępnego
2970,Lazio Rzym,1.liga,Włochy,Gonzalo Escalante,27,Środkowy pomocnik,ŚPM,Argentyna,bez odstępnego,Nabytki,"3,20 mln €",SD Eibar,2.liga,Hiszpania,bez odstępnego
2971,Lazio Rzym,1.liga,Włochy,Pepe Reina,38,Bramkarz,BRK,Hiszpania,bez odstępnego,Nabytki,800 tys. €,AC Milan,1.liga,Włochy,bez odstępnego
2972,Lazio Rzym,1.liga,Włochy,Andreas Pereira,24,Ofensywny pomocnik,OPM,Brazylia,wypożyczenie,Nabytki,"8,00 mln €",Manchester United,1.liga,Anglia,wypożyczenie
2973,Lazio Rzym,1.liga,Włochy,Marco Alia,20,Bramkarz,BRK,Albania,-,Nabytki,100 tys. €,Lazio Rom Primavera,ieżowa,Włochy,-
2974,Lazio Rzym,1.liga,Włochy,Valon Berisha,27,Środkowy pomocnik,ŚPM,Kosowo,"4,50 mln €",Odejścia,"3,50 mln €",Stade Reims,1.liga,Francja,"4,50 mln €"
2975,Lazio Rzym,1.liga,Włochy,Milan Badelj,31,Defensywny pomocnik,DPM,Chorwacja,"1,95 mln €",Odejścia,"2,00 mln €",Genoa CFC,1.liga,Włochy,"1,95 mln €"
2976,Lazio Rzym,1.liga,Włochy,Bastos,29,Środkowy obrońca,ŚOB,Angola,500 tys. €,Odejścia,"1,70 mln €",Al-Ain,,,500 tys. €
2977,Lazio Rzym,1.liga,Włochy,Davide Di Gennaro,32,Defensywny pomocnik,DPM,Włochy,bez odstępnego,Odejścia,500 tys. €,Cesena FC,3.liga,Włochy,bez odstępnego
2978,Lazio Rzym,1.liga,Włochy,Wallace,25,Środkowy obrońca,ŚOB,Brazylia,bez odstępnego,Odejścia,"2,50 mln €",Yeni Malatyaspor,1.liga,Turcja,bez odstępnego
2979,Lazio Rzym,1.liga,Włochy,Guido Guerrieri,24,Bramkarz,BRK,Włochy,bez odstępnego,Odejścia,100 tys. €,US Salernitana 1919,1.liga,Włochy,bez odstępnego
2980,Lazio Rzym,1.liga,Włochy,Ricardo Kishna,25,Lewy napastnik,LNP,Holandia,bez odstępnego,Odejścia,350 tys. €,ADO Den Haag,2.liga,Holandia,bez odstępnego
2981,Lazio Rzym,1.liga,Włochy,Ivan Vargic,33,Bramkarz,BRK,Chorwacja,bez odstępnego,Odejścia,50 tys. €,FC Koper,1.liga,Słowenia,bez odstępnego
2982,Lazio Rzym,1.liga,Włochy,Nikolaos Baxevanos,21,Środkowy obrońca,ŚOB,Grecja,wypożyczenie,Odejścia,350 tys. €,ACSM Politehnica Iasi,2.liga,Rumunia,wypożyczenie
2983,Lazio Rzym,1.liga,Włochy,Madiu Bari,22,Środkowy pomocnik,ŚPM,Portugalia,?,Odejścia,100 tys. €,Rio Ave FC U23,ieżowa,Portugalia,?
2984,Lazio Rzym,1.liga,Włochy,Andreas Karo,24,Środkowy obrońca,ŚOB,Cypr,?,Odejścia,500 tys. €,CS Marítimo,1.liga,Portugalia,?
2985,Lazio Rzym,1.liga,Włochy,Simone Palombi,24,Środkowy napastnik,ŚNP,Włochy,wypożyczenie,Odejścia,500 tys. €,AC Pisa 1909,2.liga,Włochy,wypożyczenie
2986,Lazio Rzym,1.liga,Włochy,Alessandro Rossi,23,Środkowy napastnik,ŚNP,Włochy,wypożyczenie,Odejścia,200 tys. €,US Viterbese 1908,3.liga,Włochy,wypożyczenie
2987,Lazio Rzym,1.liga,Włochy,Denis Vavro,24,Środkowy obrońca,ŚOB,Słowacja,wypożyczenie,Odejścia,"4,00 mln €",SD Huesca,2.liga,Hiszpania,wypożyczenie
2988,Lazio Rzym,1.liga,Włochy,Fabio Maistro,22,Środkowy pomocnik,ŚPM,Włochy,wypożyczenie,Odejścia,"1,00 mln €",Delfino Pescara 1936,3.liga,Włochy,wypożyczenie
2989,Lazio Rzym,1.liga,Włochy,Tiago Casasola,25,Prawy obrońca,POB,Argentyna,wypożyczenie,Odejścia,"1,50 mln €",US Salernitana 1919,1.liga,Włochy,wypożyczenie
2990,Lazio Rzym,1.liga,Włochy,Bobby Adekanye,21,Prawy napastnik,PNP,Holandia,wypożyczenie,Odejścia,600 tys. €,ADO Den Haag,2.liga,Holandia,wypożyczenie
2991,Lazio Rzym,1.liga,Włochy,Sofian Kiyine,23,Środkowy pomocnik,ŚPM,Maroko,wypożyczenie,Odejścia,"2,00 mln €",US Salernitana 1919,1.liga,Włochy,wypożyczenie
2992,Lazio Rzym,1.liga,Włochy,Jony,29,Lewy napastnik,LNP,Hiszpania,wypożyczenie,Odejścia,"1,50 mln €",CA Osasuna,1.liga,Hiszpania,wypożyczenie
2993,Lazio Rzym,1.liga,Włochy,Riza Durmisi,27,Lewy obrońca,LOB,Dania,wypożyczenie,Odejścia,700 tys. €,US Salernitana 1919,1.liga,Włochy,wypożyczenie
2994,Lazio Rzym,1.liga,Włochy,Luca Falbo,20,Lewy obrońca,LOB,Włochy,wypożyczenie,Odejścia,75 tys. €,US Viterbese 1908,3.liga,Włochy,wypożyczenie
2995,Lazio Rzym,1.liga,Włochy,Biagio Morrone,20,Defensywny pomocnik,DPM,Włochy,wypożyczenie,Odejścia,75 tys. €,Calcio Foggia 1920,3.liga,Włochy,wypożyczenie
2996,Lazio Rzym,1.liga,Włochy,Jorge Silva,21,Środkowy obrońca,ŚOB,Portugalia,wypożyczenie,Odejścia,100 tys. €,Boavista Porto FC U23,,,wypożyczenie
2997,Lazio Rzym,1.liga,Włochy,Bobby Adekanye,21,Prawy napastnik,PNP,Holandia,wypożyczenie,Odejścia,600 tys. €,Cádiz CF,1.liga,Hiszpania,wypożyczenie
2998,Lazio Rzym,1.liga,Włochy,Jordan Lukaku,26,Lewy obrońca,LOB,Belgia,wypożyczenie,Odejścia,"1,50 mln €",Royal Antwerpia FC,1.liga,Belgia,wypożyczenie
2999,Lazio Rzym,1.liga,Włochy,André Anderson,21,Ofensywny pomocnik,OPM,Włochy,wypożyczenie,Odejścia,"2,00 mln €",US Salernitana 1919,1.liga,Włochy,wypożyczenie
3000,Lazio Rzym,1.liga,Włochy,Marius Adamonis,23,Bramkarz,BRK,Litwa,wypożyczenie,Odejścia,150 tys. €,US Salernitana 1919,1.liga,Włochy,wypożyczenie
3001,Lazio Rzym,1.liga,Włochy,Silvio Proto,37,Bramkarz,BRK,Belgia,-,Odejścia,-,,,,-
3002,AC Milan,1.liga,Włochy,Sandro Tonali,20,Defensywny pomocnik,DPM,Włochy,"opłata za wypożyczenie:10,00 mln €",Nabytki,"27,00 mln €",Brescia Calcio,2.liga,Włochy,"opłata za wypożyczenie:10,00 mln €"
3003,AC Milan,1.liga,Włochy,Ante Rebic,26,Lewy napastnik,LNP,Chorwacja,"6,70 mln €",Nabytki,"32,00 mln €",Eintracht Frankfurt,1.liga,Niemcy,"6,70 mln €"
3004,AC Milan,1.liga,Włochy,Alexis Saelemaekers,21,Prawy napastnik,PNP,Belgia,"5,25 mln €",Nabytki,"18,00 mln €",RSC Anderlecht,1.liga,Belgia,"5,25 mln €"
3005,AC Milan,1.liga,Włochy,Jens Petter Hauge,20,Lewy napastnik,LNP,Norwegia,"4,80 mln €",Nabytki,"9,50 mln €",FK Bodø/Glimt,1.liga,Norwegia,"4,80 mln €"
3006,AC Milan,1.liga,Włochy,Simon Kjaer,31,Środkowy obrońca,ŚOB,Dania,"3,68 mln €",Nabytki,"10,00 mln €",Sevilla FC,1.liga,Hiszpania,"3,68 mln €"
3007,AC Milan,1.liga,Włochy,Pierre Kalulu,20,Prawy obrońca,POB,Francja,"1,19 mln €",Nabytki,"7,00 mln €",Olympique Lyon B,4.liga,Francja,"1,19 mln €"
3008,AC Milan,1.liga,Włochy,Ciprian Tatarusanu,34,Bramkarz,BRK,Rumunia,"1,00 mln €",Nabytki,600 tys. €,Olympique Lyon,1.liga,Francja,"1,00 mln €"
3009,AC Milan,1.liga,Włochy,Fikayo Tomori,23,Środkowy obrońca,ŚOB,Anglia,opłata za wypożyczenie:600 tys. €,Nabytki,"40,00 mln €",Chelsea FC,1.liga,Anglia,opłata za wypożyczenie:600 tys. €
3010,AC Milan,1.liga,Włochy,Diogo Dalot,21,Prawy obrońca,POB,Portugalia,opłata za wypożyczenie:500 tys. €,Nabytki,"10,00 mln €",Manchester United,1.liga,Anglia,opłata za wypożyczenie:500 tys. €
3011,AC Milan,1.liga,Włochy,Soualiho Meïté,26,Defensywny pomocnik,DPM,Francja,opłata za wypożyczenie:500 tys. €,Nabytki,"5,00 mln €",Torino FC,1.liga,Włochy,opłata za wypożyczenie:500 tys. €
3012,AC Milan,1.liga,Włochy,Brahim Díaz,21,Ofensywny pomocnik,OPM,Hiszpania,opłata za wypożyczenie:200 tys. €,Nabytki,"23,00 mln €",Real Madryt,1.liga,Hiszpania,opłata za wypożyczenie:200 tys. €
3013,AC Milan,1.liga,Włochy,Luan Capanni,20,Środkowy napastnik,ŚNP,Brazylia,-,Nabytki,100 tys. €,Milan Primavera,ieżowa,Włochy,-
3014,AC Milan,1.liga,Włochy,Mario Mandzukic,34,Środkowy napastnik,ŚNP,Chorwacja,-,Nabytki,-,Bez klubuBez klubu,,,-
3015,AC Milan,1.liga,Włochy,Lorenzo Colombo,18,Środkowy napastnik,ŚNP,Włochy,-,Nabytki,"3,00 mln €",Milan Primavera,ieżowa,Włochy,-
3016,AC Milan,1.liga,Włochy,Daniel Maldini,18,Ofensywny pomocnik,OPM,Włochy,-,Nabytki,"2,00 mln €",Milan Primavera,ieżowa,Włochy,-
3017,AC Milan,1.liga,Włochy,Suso,26,Prawy napastnik,PNP,Hiszpania,"21,00 mln €",Odejścia,"18,00 mln €",Sevilla FC,1.liga,Hiszpania,"21,00 mln €"
3018,AC Milan,1.liga,Włochy,Lucas Paquetá,23,Ofensywny pomocnik,OPM,Brazylia,"20,00 mln €",Odejścia,"35,00 mln €",Olympique Lyon,1.liga,Francja,"20,00 mln €"
3019,AC Milan,1.liga,Włochy,André Silva,24,Środkowy napastnik,ŚNP,Portugalia,"3,00 mln €",Odejścia,"40,00 mln €",Eintracht Frankfurt,1.liga,Niemcy,"3,00 mln €"
3020,AC Milan,1.liga,Włochy,Gustavo Gómez,27,Środkowy obrońca,ŚOB,Paragwaj,"2,00 mln €",Odejścia,"6,00 mln €",Sociedade Esportiva Palmeiras,1.liga,Brazylia,"2,00 mln €"
3021,AC Milan,1.liga,Włochy,Ricardo Rodríguez,28,Lewy obrońca,LOB,Szwajcaria,"1,95 mln €",Odejścia,"2,00 mln €",Torino FC,1.liga,Włochy,"1,95 mln €"
3022,AC Milan,1.liga,Włochy,Riccardo Forte,21,Cofnięty napastnik,CNP,Włochy,bez odstępnego,Odejścia,25 tys. €,Cavese 1919,4.liga,Włochy,bez odstępnego
3023,AC Milan,1.liga,Włochy,Giacomo Bonaventura,31,Środkowy pomocnik,ŚPM,Włochy,bez odstępnego,Odejścia,"4,00 mln €",AC Fiorentina,1.liga,Włochy,bez odstępnego
3024,AC Milan,1.liga,Włochy,Mateo Musacchio,30,Środkowy obrońca,ŚOB,Argentyna,bez odstępnego,Odejścia,"1,50 mln €",Lazio Rzym,1.liga,Włochy,bez odstępnego
3025,AC Milan,1.liga,Włochy,Pepe Reina,38,Bramkarz,BRK,Hiszpania,bez odstępnego,Odejścia,800 tys. €,Lazio Rzym,1.liga,Włochy,bez odstępnego
3026,AC Milan,1.liga,Włochy,Lucas Biglia,34,Defensywny pomocnik,DPM,Argentyna,bez odstępnego,Odejścia,"1,20 mln €",Fatih Karagümrük,1.liga,Turcja,bez odstępnego
3027,AC Milan,1.liga,Włochy,Emir Murati,20,Środkowy pomocnik,ŚPM,Włochy,wypożyczenie,Odejścia,25 tys. €,US Vibonese Calcio 1928,3.liga,Włochy,wypożyczenie
3028,AC Milan,1.liga,Włochy,Luan Capanni,20,Środkowy napastnik,ŚNP,Brazylia,wypożyczenie,Odejścia,100 tys. €,Racing Santander,3.liga,Hiszpania,wypożyczenie
3029,AC Milan,1.liga,Włochy,Andrea Conti,26,Prawy obrońca,POB,Włochy,wypożyczenie,Odejścia,"3,50 mln €",Parma Calcio 1913,2.liga,Włochy,wypożyczenie
3030,AC Milan,1.liga,Włochy,Frank Tsadjout,21,Środkowy napastnik,ŚNP,Włochy,wypożyczenie,Odejścia,800 tys. €,AS Cittadella,2.liga,Włochy,wypożyczenie
